Contract ID,Project ID,Project Title,Contract No,Procurement Group,Country,No Objection Date,Team Leader,Procurement Method,Borrower Contract Reference,Signing Date,Total Contract Amount,Review Type
1881581,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881581,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-481597-GO-RFQ,"June 9, 2025",154.28,Post
1881583,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881583,Works,India,"April 21, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-491614-CW-RFQ","November 21, 2025",33429.94,Post
1881585,P172434,Somalia Education for Human Capital Development Project,1881585,Works,"Somalia, Federal Republic of","April 21, 2026",Harisoa Danielle Rasolonjatovo Andriamihamina,Request for Bids,SO-MOECHE-HS-513665-CW-RFB,"April 8, 2026",228796.56,Prior
1881584,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881584,Works,India,"April 21, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-491614-CW-RFQ","November 16, 2025",5382.95,Post
1881586,P173197,Regional Sahel Pastoralism Support Project II,1881586,Goods,Mauritania,"April 21, 2026",Franck Berthe,Request for Quotations,46/F/PRAPSII-S2/2025,"April 15, 2026",31947.08,Post
1881587,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881587,Works,India,"April 21, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-491614-CW-RFQ","October 16, 2025",5501.54,Post
1881588,P145559,Coastal Region Water Security and Climate Resilience Project,1881588,Non-consulting Services,Kenya,"April 21, 2026",Pieter Waalewijn,Request for Quotations,KE-MOWI-CRWSCRP-001-2025-2026-NC-RFQ,"March 3, 2026",151522.08,Post
1881589,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881589,Works,India,"April 21, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-491614-CW-RFQ","October 16, 2025",5437.8,Post
1881590,P500727,Inclusive Services and Opportunities for Host Communities and Displaced Rohingya Population,1881590,Goods,Bangladesh,"April 21, 2026",Shrayana Bhattacharya,Request for Quotations,MOWCA/GP-04(A),"April 12, 2026",3985.33,Post
1881591,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881591,Works,India,"April 21, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-491614-CW-RFQ","October 15, 2025",5439.64,Post
1881592,P174620,CAR- Public Sector Digital Governance Project,1881592,Consultant Services,Central African Republic,"April 21, 2026",Amadou Makhtar Fall,Individual Consultant Selection,91,"January 12, 2026",36607.34,Post
1881593,P161915,Sustainable Cities Project 2,1881593,Consultant Services,Italy,"April 21, 2026",Xueman Wang,Consultant Qualification Selection,KEMERHISAR-C2,"April 15, 2026",143547.35,Post
1881594,P172434,Somalia Education for Human Capital Development Project,1881594,Works,"Somalia, Federal Republic of","April 21, 2026",Harisoa Danielle Rasolonjatovo Andriamihamina,Request for Bids,SO-MOECHE-HS-513665-CW-RFB,"April 8, 2026",183904.22,Prior
1881595,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881595,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-481563-GO-RFQ,"December 24, 2024",10946.41,Post
1881596,P174620,CAR- Public Sector Digital Governance Project,1881596,Consultant Services,Central African Republic,"April 21, 2026",Amadou Makhtar Fall,Individual Consultant Selection,108,"November 4, 2025",47188.26,Post
1881597,P174414,Niger Integrated Water Security Platform Project (Niger-IWSP Project),1881597,Works,Niger,"April 21, 2026",Mohamed Nanzoul,Request for Bids,NE-PISEN-478351-CW-RFB,"March 9, 2026",717243.31,Prior
1881598,P177816,Food Systems Resilience Program for Eastern and Southern Africa (Phase 3) FSRP,1881598,Consultant Services,"Somalia, Federal Republic of","April 21, 2026",Benjamin Billard,Individual Consultant Selection,SO-MOAI-379667-CS-INDV,"December 12, 2025",49560.0,Prior
1881599,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881599,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483075-GO-RFQ,"April 24, 2025",2504.54,Post
1881603,P179687,Nigeria Distributed Access through Renewable Energy Scale-up Project,1881603,Goods,Nigeria,"April 21, 2026",Abdulaziz Faghi,Request for Bids,REA-NEP/DARES/GO/RFQ/039/2025,"May 30, 2025",66726.86,Post
1881601,P175235,Central Africa Regional Waterways Project,1881601,Consultant Services,Canada,"April 21, 2026",Francis Eric Ovanda Mbele,Direct Selection,CONTRAT N032-025-SC-MEPIR-UGP PRACAC,"October 16, 2025",519349.0,Post
1881602,P156433,Second Ethiopia Urban Water Supply and Sanitation Project,1881602,Goods,Ethiopia,"April 21, 2026",Fook Chuan Eng,Request for Bids,ET-MOWIE-475869-GO-RFB,"July 21, 2025",119386.59,Post
1881600,P151224,Second Water Sector Institutional Development Project,1881600,Consultant Services,Angola,"April 21, 2026",Marco Antonio Aguero,Individual Consultant Selection,25BCS4/DNA/25,"March 27, 2026",241200.0,Prior
1881604,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881604,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483071-GO-RFQ,"December 23, 2024",28288.5,Post
1881606,P151224,Second Water Sector Institutional Development Project,1881606,Consultant Services,Mozambique,"April 21, 2026",Marco Antonio Aguero,Individual Consultant Selection,118DCS4/EPAL/24,"April 17, 2026",182400.0,Post
1881605,P172434,Somalia Education for Human Capital Development Project,1881605,Works,"Somalia, Federal Republic of","April 21, 2026",Harisoa Danielle Rasolonjatovo Andriamihamina,Request for Bids,SO-MOECHE-HS-513665-CW-RFB,"April 8, 2026",211797.15,Prior
1881607,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881607,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483072-GO-RFQ,"December 26, 2024",20712.75,Post
1881608,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881608,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483072-GO-RFQ,"December 26, 2024",12622.4,Post
1881610,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881610,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-CENTRAL ETH FSCD-482506-GO-RFQ,"April 24, 2025",7493.72,Post
1881609,P172434,Somalia Education for Human Capital Development Project,1881609,Works,"Somalia, Federal Republic of","April 21, 2026",Harisoa Danielle Rasolonjatovo Andriamihamina,Request for Bids,SO-MOECHE-HS-513665-CW-RFB,"April 8, 2026",187416.62,Prior
1881611,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881611,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-CENTRAL ETH FSCD-482512-GO-RFQ,"May 21, 2025",3214.07,Post
1881612,P171664,Economic Linkages for Diversification,1881612,Consultant Services,Mozambique,"April 21, 2026",Laurent Olivier Corthay,Consultant Qualification Selection,MZ-MEF-DNT-499646-CS-CQS,"April 16, 2026",28316.82,Post
1881613,P171664,Economic Linkages for Diversification,1881613,Consultant Services,Mozambique,"April 21, 2026",Laurent Olivier Corthay,Consultant Qualification Selection,MZ-MEF-DNT-499646-CS-CQS,"April 16, 2026",88148.58,Post
1881614,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881614,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483073-GO-RFQ,"January 13, 2025",18311.8,Post
1881615,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881615,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483073-GO-RFQ,"January 13, 2025",4777.71,Post
1881617,P171316,Growing Up and Learning Together: Comprehensive Early Childhood Development in El Salvador,1881617,Works,Guatemala,"April 21, 2026",Isy Faingold Vigil,Request for Bids,SDO-03/2025-MINEDUCYT-BIRF-BIS,"December 5, 2025",2909840.93,Prior
1881618,P175235,Central Africa Regional Waterways Project,1881618,Consultant Services,Canada,"April 21, 2026",Francis Eric Ovanda Mbele,Direct Selection,CONTRAT N 035-2025-SC-MEPIR-UGP PRACAC,"September 26, 2025",519349.0,Post
1881619,P174178,Social Protection and Youth Productive Inclusion Project,1881619,Goods,"Congo, Republic of","April 21, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-155-F-CF-2025,"November 13, 2025",3922.55,Post
1881620,P174178,Social Protection and Youth Productive Inclusion Project,1881620,Goods,"Congo, Republic of","April 21, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-155-F-CF-2025,"November 13, 2025",9785.06,Post
1881621,P151224,Second Water Sector Institutional Development Project,1881621,Goods,Angola,"April 21, 2026",Marco Antonio Aguero,Request for Quotations,150G1/HUAMBO/EPAS/24,"February 6, 2025",113122.91,Post
1881623,P149239,Nepal: Private Sector-Led Mini-Grid Energy Access Project,1881623,Consultant Services,Nepal,"April 21, 2026",Nguyet Anh Pham,Consultant Qualification Selection,NP-AEPC-20252601-CS-CQS,"April 20, 2026",90234.61,Post
1881622,P178954,Water and Sanitation Project - I,1881622,Consultant Services,Malawi,"April 21, 2026",Ivaylo Hristov Kolev,Individual Consultant Selection,MW-BWB-399825-CS-INDV,"April 30, 2024",20762.28,Post
1881624,P149239,Nepal: Private Sector-Led Mini-Grid Energy Access Project,1881624,Consultant Services,Nepal,"April 21, 2026",Nguyet Anh Pham,Consultant Qualification Selection,NP-AEPC-20252602-CS-CQS,"April 20, 2026",78641.53,Post
1881627,P173975,"Georgia Relief and Recovery for Micro, Small, and Medium Enterprises",1881627,Consultant Services,Georgia,"April 21, 2026",Natalia Tsivadze,Individual Consultant Selection,GE-EG-CS-IC-37,"April 20, 2026",20728.14,Post
1881625,P180384,Haiti Strengthening Public Financial Management Project,1881625,Consultant Services,Haiti,"April 21, 2026",Marieta Fall,Individual Consultant Selection,HT-UCP/MEF-501244-CS-INDV,"January 30, 2026",30316.91,Post
1881626,P175325,Casamance Economic Development Project,1881626,Goods,Senegal,"April 21, 2026",Mame Safietou Djamil Gueye,Request for Quotations,SN-PDEC-528499-GO-RFQ,"March 11, 2026",7404.9,Post
1881628,P171316,Growing Up and Learning Together: Comprehensive Early Childhood Development in El Salvador,1881628,Works,Guatemala,"April 21, 2026",Isy Faingold Vigil,Request for Bids,SDO-03/2025-MINEDUCYT-BIRF-BIS,"December 5, 2025",2933622.07,Prior
1881630,P162278,National Urban Cadaster and Municipal Support Project,1881630,Consultant Services,Peru,"April 21, 2026",Gabriel Sergio Arrisueno Fajardo,Individual Consultant Selection,CONTRATO N°027-2026-UE003/COFOPRI,"March 20, 2026",10024.84,Post
1881629,P162278,National Urban Cadaster and Municipal Support Project,1881629,Consultant Services,Peru,"April 21, 2026",Gabriel Sergio Arrisueno Fajardo,Individual Consultant Selection,CONTRATO N°017-2026-UE003/COFOPRI,"March 2, 2026",11490.26,Post
1881631,P169125,El Salvador Local Economic Resilience Project,1881631,Consultant Services,El Salvador,"April 21, 2026",Dmitry Sivaev,Quality And Cost-Based Selection,SDP-SBCC-006/2024 - BIS,"November 11, 2025",980201.55,Prior
1881632,P162278,National Urban Cadaster and Municipal Support Project,1881632,Consultant Services,Peru,"April 21, 2026",Gabriel Sergio Arrisueno Fajardo,Individual Consultant Selection,CONTRATO N°009-2026-UE003/COFOPRI,"February 16, 2026",11645.51,Post
1881633,P167678,Gazetted Forests Management Project,1881633,Consultant Services,Benin,"April 21, 2026",Jean-Dominique Luc Marie Bescond,Consultant Qualification Selection,BJ-WACA -354483-CS-CQS,"April 5, 2026",292538.19,Post
1881634,P174178,Social Protection and Youth Productive Inclusion Project,1881634,Goods,"Congo, Republic of","April 21, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-155-F-CF-2025,"November 13, 2025",19626.42,Post
1881635,P177816,Food Systems Resilience Program for Eastern and Southern Africa (Phase 3) FSRP,1881635,Goods,Malawi,"April 21, 2026",Benjamin Billard,Request for Quotations,MW-MOA-481174-GO-RFQ2,"February 27, 2026",57618.74,Post
1881636,P177816,Food Systems Resilience Program for Eastern and Southern Africa (Phase 3) FSRP,1881636,Goods,Malawi,"April 21, 2026",Benjamin Billard,Request for Quotations,MW-MOA-481174-GO-RFQ2,"February 27, 2026",55546.46,Post
1881637,P174178,Social Protection and Youth Productive Inclusion Project,1881637,Goods,"Congo, Republic of","April 21, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-155-F-CF-2025,"November 13, 2025",5755.92,Post
1881638,P166279,Second Rural Economic Development Initiative (REDI II) Project,1881638,Goods,Jamaica,"April 21, 2026",Kilara C Suit,Request for Bids,JM-JSIF-445914-GO-RFQ,"August 21, 2025",204946.66,Post
1881639,P166279,Second Rural Economic Development Initiative (REDI II) Project,1881639,Goods,Jamaica,"April 21, 2026",Kilara C Suit,Request for Bids,JM-JSIF-445914-GO-RFQ,"August 21, 2025",4533.46,Post
1881641,P179687,Nigeria Distributed Access through Renewable Energy Scale-up Project,1881641,Goods,Nigeria,"April 21, 2026",Abdulaziz Faghi,Request for Bids,REA-NEP/DARES/GO/RFQ/039/2025,"May 27, 2025",216508.36,Post
1881643,P171316,Growing Up and Learning Together: Comprehensive Early Childhood Development in El Salvador,1881643,Works,Guatemala,"April 21, 2026",Isy Faingold Vigil,Request for Bids,SDO-03/2025-MINEDUCYT-BIRF-BIS,"December 5, 2025",2782117.21,Prior
1881640,P164293,Burkina Faso Higher Education Support Project,1881640,Goods,Burkina Faso,"April 21, 2026",Amina Debissa Denboba,Request for Quotations,BF-PAES-342282-GO-RFQ,"February 1, 2024",75931.55,Post
1881642,P179665,Takaful and Karama Cash Transfer Expansion and Systems Building Project,1881642,Goods,"Egypt, Arab Republic of","April 21, 2026",Souraya El Assiouty,Request for Bids,EG-MOSS-447488-GO-RFB,"June 15, 2025",11700.0,Prior
1881644,P171316,Growing Up and Learning Together: Comprehensive Early Childhood Development in El Salvador,1881644,Works,Guatemala,"April 21, 2026",Isy Faingold Vigil,Request for Bids,SDO-03/2025-MINEDUCYT-BIRF-BIS,"December 5, 2025",1980941.2,Prior
1881647,P509601,Niger Food Security and Emergency Access to Essential Services Project,1881647,Goods,Niger,"April 21, 2026",Tahirou Kalam,Request for Quotations,Contrat N°01/2025/UCP/P-RCF,"September 9, 2025",23843.14,Post
1881645,P171316,Growing Up and Learning Together: Comprehensive Early Childhood Development in El Salvador,1881645,Works,Guatemala,"April 21, 2026",Isy Faingold Vigil,Request for Bids,SDO-03/2025-MINEDUCYT-BIRF-BIS,"December 5, 2025",1922188.75,Prior
1881646,P163399,East Africa Skills for Transformation and Regional Integration Project (EASTRIP),1881646,Consultant Services,Ethiopia,"April 21, 2026",Nobuyuki Tanaka,Individual Consultant Selection,GW/IC/CS/03/2019,"September 1, 2022",320.22,Post
1881648,P163399,East Africa Skills for Transformation and Regional Integration Project (EASTRIP),1881648,Consultant Services,Ethiopia,"April 21, 2026",Nobuyuki Tanaka,Individual Consultant Selection,GW/IC/CS/18/2020,"October 5, 2020",320.22,Post
1881649,P163399,East Africa Skills for Transformation and Regional Integration Project (EASTRIP),1881649,Consultant Services,Ethiopia,"April 21, 2026",Nobuyuki Tanaka,Individual Consultant Selection,GW/IC/CS/13/2019,"October 5, 2020",256.18,Post
1881650,P163399,East Africa Skills for Transformation and Regional Integration Project (EASTRIP),1881650,Consultant Services,Ethiopia,"April 21, 2026",Nobuyuki Tanaka,Individual Consultant Selection,GW/IC/CS/16/2020,"October 5, 2020",352.24,Post
1881651,P163399,East Africa Skills for Transformation and Regional Integration Project (EASTRIP),1881651,Consultant Services,Ethiopia,"April 21, 2026",Nobuyuki Tanaka,Individual Consultant Selection,GW/IC/CS/11/2019,"September 21, 2020",384.27,Post
1881652,P171528,Caribbean Digital Transformation Project,1881652,Consultant Services,Jamaica,"April 21, 2026",Marolla Haddad,Consultant Qualification Selection,LC-DPS-377655-CS-CQS,"April 10, 2026",349600.0,Post
1881653,P162833,Improving the Performance of Non-Criminal Justice Services,1881653,Consultant Services,Peru,"April 21, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482720-CS-INDV,"May 13, 2025",46863.47,Post
1881654,P156880,Enhancing Waterway Connectivity and Water Service Provision in Colombia’s Plan Pazcifico,1881654,Consultant Services,Colombia,"April 21, 2026",Liljana Sekerinska,Individual Consultant Selection,57833-PTSP-014-2026,"March 6, 2026",5993.13,Post
1881655,P177210,Resilient connectivity and Urban Transport Accessibility Project,1881655,Works,Haiti,"April 21, 2026",Ibrahim Kabore,Request for Bids,AON-016-RUTAP/2024-1,"February 10, 2026",1695761.2,Prior
1881656,P162833,Improving the Performance of Non-Criminal Justice Services,1881656,Consultant Services,Peru,"April 21, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482782-CS-INDV,"September 5, 2025",1665.31,Post
1881657,P162594,Multipurpose Cadaster Project,1881657,Consultant Services,Colombia,"April 21, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,DNP-OR-051-2026,"April 16, 2026",10858.76,Post
1881658,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881658,Works,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI DHNNWOFED-479723-CW-RFQ,"May 20, 2025",11023.49,Post
1881659,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881659,Goods,Ethiopia,"April 21, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI DBWYNWOFED-479338-GO-RFQ,"June 2, 2025",7941.5,Post
1881663,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881663,Works,Ethiopia,"April 22, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI QLFOWOFED-486373-CW-RFQ,"June 9, 2025",40796.24,Post
1881662,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881662,Goods,Ethiopia,"April 22, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI QLFOWOFED-486371-GO-RFQ,"June 2, 2025",23862.92,Post
1881661,P162833,Improving the Performance of Non-Criminal Justice Services,1881661,Consultant Services,Peru,"April 22, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482774-CS-INDV,"July 30, 2025",1665.31,Post
1881664,P162833,Improving the Performance of Non-Criminal Justice Services,1881664,Consultant Services,Peru,"April 22, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-504130-CS-INDV,"August 15, 2025",47009.05,Post
1881665,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881665,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",3329608.42,Prior
1881666,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881666,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",758568.56,Prior
1881667,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881667,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",1897568.22,Prior
1881668,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881668,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",3151694.56,Prior
1881669,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881669,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",1972195.81,Prior
1881670,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881670,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",1837887.14,Prior
1881671,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881671,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",3005739.56,Prior
1881672,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881672,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",1698455.59,Prior
1881673,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881673,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",3259594.99,Prior
1881674,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881674,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",596715.76,Prior
1881675,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881675,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",670514.96,Prior
1881676,P178878,Social Protection Modernization and Economic Inclusion Project,1881676,Goods,Tajikistan,"April 22, 2026",Anna Sukhova,Request for Quotations,MLME-SPMEI/RFQ/2026-13,"April 3, 2026",78560.43,Post
1881677,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881677,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",3456815.28,Prior
1881678,P166672,ID: Jambi Sustainable Landscape Management Project (J-SLMP),1881678,Goods,Indonesia,"April 22, 2026",Tini Gumartini,Request for Quotations,ID-BTNBS-418553-GO-RFQ,"June 19, 2024",1277.41,Post
1881679,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881679,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",4076463.72,Prior
1881680,P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP),1881680,Works,Turkiye,"April 22, 2026",Luz Berania Diaz Rios,Request for Bids,W.TRGM.CS1.1-03,"October 22, 2025",1572962.92,Prior
1881681,P178136,Cameroon Power Sector Reform Program,1881681,Goods,Cameroon,"April 22, 2026",Ahmed Ousman Abani,Request for Quotations,CM-MINEE/UCP-PFORR/030,"March 31, 2026",17925.8,Post
1881682,P163742,Climate Smart Irrigated Agriculture Project,1881682,Goods,Sri Lanka,"April 22, 2026",Sheu Salau,Request for Quotations,LK-MOA-505750-GO-RFQ-PMU,"October 24, 2025",12295.06,Post
1881683,P178985,Bangladesh Resilient Urban and Territorial Development Project,1881683,Works,Bangladesh,"April 22, 2026",Kwabena Amankwah-Ayeh,Request for Bids,RUTDP/NCC /2024-25/W-01,"February 25, 2026",1977771.33,Post
1881687,P168633,Kerala Solid Waste Management Project,1881687,Works,India,"April 22, 2026",Zhiyu Jerry Chen,Request for Bids,IN-SUCM -516345-CW-RFB,"February 9, 2026",3337225.36,Post
1881684,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881684,Works,India,"April 22, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-491614-CW-RFQ","November 21, 2025",5403.13,Post
1881688,P508058,"Bangladesh Sustainable Recovery, Emergency Preparedness and Response Project",1881688,Consultant Services,Bangladesh,"April 22, 2026",Swarna Kazi,Individual Consultant Selection,BSTRONG/DAE/FMS/S-01,"December 30, 2025",84547.68,Post
1881691,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881691,Works,India,"April 22, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-514813-CW-RFQ","November 25, 2025",5318.86,Post
1881689,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881689,Non-consulting Services,Ethiopia,"April 22, 2026",Christabel E. Dadzie,Request for Quotations,ET-CENTRAL ETH FSCD-482373-NC-RFQ,"April 17, 2025",3684.78,Post
1881690,P167794,"One WASH—Consolidated Water Supply, Sanitation, and Hygiene Account Project (One WASH—CWA)",1881690,Works,Ethiopia,"April 22, 2026",Taibou Adamou Maiga,Request for Quotations,ET-MOH-320510-CW-RFQ,"April 17, 2023",5635.9,Post
1881692,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881692,Non-consulting Services,Ethiopia,"April 22, 2026",Christabel E. Dadzie,Request for Quotations,ET-CENTRAL ETH FSCD-482367-CW-RFQ,"April 24, 2025",6165.01,Post
1881695,P178566,Food Systems Resilience Program for Eastern and Southern Africa,1881695,Works,Ethiopia,"April 22, 2026",Hanane Ahmed,Request for Quotations,ET-OROMIA-KOFALE-FSRP-516592-CW-RFQ/25,"March 16, 2026",16011.82,Post
1881693,P178566,Food Systems Resilience Program for Eastern and Southern Africa,1881693,Works,Ethiopia,"April 22, 2026",Hanane Ahmed,Request for Quotations,ET-OROMIA-KOFALE-FSRP-516592-CW-RFQ/25,"March 16, 2026",45746.44,Post
1881694,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881694,Non-consulting Services,Ethiopia,"April 22, 2026",Christabel E. Dadzie,Request for Quotations,ET-CENTRAL ETH FSCD-482367-CW-RFQ,"May 26, 2025",3912.87,Post
1881696,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881696,Works,India,"April 22, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-514813-CW-RFQ","January 13, 2026",5296.47,Post
1881698,P178566,Food Systems Resilience Program for Eastern and Southern Africa,1881698,Goods,Ethiopia,"April 22, 2026",Hanane Ahmed,Request for Quotations,ET-OROMIA-KOFALE-FSRP-516590-GO-RFQ/25,"February 24, 2026",9328.7,Post
1881697,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881697,Non-consulting Services,Ethiopia,"April 22, 2026",Christabel E. Dadzie,Request for Quotations,ET-CENTRAL ETH FSCD-482367-CW-RFQ,"May 28, 2025",5293.36,Post
1881699,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881699,Works,India,"April 22, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-514813-CW-RFQ","November 20, 2025",5285.36,Post
1881703,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881703,Works,India,"April 22, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-514813-CW-RFQ","November 26, 2025",5326.35,Post
1881702,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881702,Goods,Ethiopia,"April 22, 2026",Christabel E. Dadzie,Request for Quotations,ET-CENTRAL ETH FSCD-482372-GO-RFQ,"May 31, 2025",15201.08,Post
1881700,P178566,Food Systems Resilience Program for Eastern and Southern Africa,1881700,Goods,Ethiopia,"April 22, 2026",Hanane Ahmed,Request for Quotations,ET-OROMIA-KOFALE-FSRP-516590-GO-RFQ/25,"February 24, 2026",1524.26,Post
1881705,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881705,Works,India,"April 22, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-514813-CW-RFQ","December 10, 2025",5334.9,Post
